Title,Date,Link,Authors,Affiliations
Optimizing Investment Selection Through Similarity Measurement with Type-2 Intuitionistic Fuzzy Sets,"07 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03285-3,"N. Annapurna, V. Sireesha","Department of Mathematics, School of Science, GITAM (Deemed to be University), Visakhapatnam, 530045, Andhra Pradesh, India"
Simultaneous Allocation of Electric Vehicle Charging Station and Power Filters in Power Distribution Network Using Marine Predators Algorithm,"07 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03311-4,"Rupali Brahmachary, Aniruddha Bhattacharya, Irfan Ahmed","Department of Electrical Engineering, National Institute of Technology Durgapur, Durgapur, West Bardhaaman, West Bengal, 713209, India"
"Identifying Re-identification Challenges: Past, Current and Future Trends","07 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03271-9,"Yan Qian, J. Barthelemy, E. Karuppiah, P. Perez","University of Wollongong, Wollongong, Australia, NVIDIA Corporation, Santa Clara, USA"
Real-World Asset Identity Authentication in Blockchain Enabled Inter-Organizational Process-Aware Systems Involving Adjustable Challenge-Response Evaluation Sets,"05 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03265-7,"Alexander Norta, Chibuzor Udokwu, Stefan Craß","Dymaxion OÜ, Tallinn, Estonia, ABC Research, Favoritenstraße 111, 1100, Vienna, Austria, Tallinn University, Tallinn, Estonia"
Text Conditioned Generative Adversarial Networks Generating Images and Videos: A Critical Review,"05 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03289-z,"Rayeesa Mehmood, Rumaan Bashir, Kaiser J. Giri","Department of Computer Science, Islamic University of Science & Technology, Awantipora, J&K, 192122, India"
DualSRA-Net: A Dual Squeezed Residual Network with Attentive Multi-scale Featuring for Different Medical Images Segmentation Tasks,"04 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03262-w,"Eman M. Elmeslimany, Sherif S. Kishk, Doaa A. Altantawy","Electronics and Communications Engineering Department, Faculty of Engineering, Mansoura University, 60 El-Gomhoria Street, Mansoura, Egypt"
COVID-19 Detection Ensemble Analysis with Advanced Feature Descriptors (CODEX-AFD) Using Machine Learning Techniques,"03 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03266-6,"R. Geethamani, A. Ranichitra","Department of Computer Science, Sri S. Ramasamy Naidu Memorial College, Sattur, Affiliated to Madurai Kamaraj University, Madurai, Tamilnadu, India, Department of Computer Science, K.R. College of Arts & Science, Kovilpatti, Tamilnadu, India, Department of Computer Science, Sri S. Ramasamy Naidu Memorial College, Sattur, Tamilnadu, India"
"Unmasking Fake News: Navigating the Landscape of Fake News Identification, Challenges and Issues","03 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03280-8,"Sudha Patel, Shivangi Surati","Kadi Sarva Vishwavidyalaya, Gandhinagar, Gujarat, India, Department of Computer Science and Engineering, School of Technology, Pandit Deendayal Energy University, Gandhinagar, Gujarat, India"
Sentiment Analysis Using Improved CT-BERT_CONVLayer Fusion Model for COVID-19 Vaccine Recommendation,"03 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03296-0,"Areeba Umair, Elio Masciari","Department of Electrical Engineering and Information Technologies, University of Naples Federico II, Via Claudio, 80125, Naples, Campania, Italy"
Performance and Accuracy Enhancement of Machine Learning & IoT-based Agriculture Precision AI System,"03 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03238-w,"Ankur Gupta, Rohit Anand, Nidhi Sindhwani, Manisha Mittal, Aman Dahiya","Department of CSE, Vaish College of Engineering, Rohtak, Haryana, India, Department of ECE, G.B.Pant DSEU Okhla-1 Campus (formerly GBPEC), New Delhi, India, Amity Institute of Information Technology, Amity University, Noida, U.P, India, Department of ECE, Guru Tegh Bahadur Institute of Technology, New Delhi, India, Department of ECE, Maharaja Surajmal Institute of Technology, New Delhi, India"
Enhanced Phishing Website Detection Using Dual-Layer CNN and GRU with Attention Mechanism and Lexical NLP Features,"03 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03282-6,"Santosh Kumar Birthriya, Priyanka Ahlawat, Ankit Kumar Jain","Department of Computer Engineering, National Institute of Technology, Kurukshetra, 136119, India"
On Students’ Sentiment Prediction Based on Deep Learning: Applied Information Literacy,"03 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03281-7,"Nguyen Minh Tuan, Phayung Meesad, Duong Van Hieu, Nguyen Ha Huy Cuong, Maleerat Maliyaem","Department of Mathematics and Computer Science, FernUniversität in Hagen, Universitätsstraße 47, Hagen, 58097, Hagen, Germany, Department of Information Technology and Management, King Mongkut’s University of Technology North Bangkok, Pracharat, Bangsue, 10800, Bangkok, Thailand, Faculty of Engineering Technology, Tien Giang University, Ap Bac, My Tho, 860000, Tien Giang, Viet Nam, Software Development Centre, University of Danang, Le Duan, Hai Chau, 50000, Danang, Viet Nam, Department of Information Technology, King Mongkut’s University of Technology North Bangkok, Pracharat, Bangsue, 10800, Bangkok, Thailand"
Advancing Legal Document Summarization: Introducing an Approach Using a Recursive Summarization Algorithm,"03 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03277-3,"Saloni Sharma, Piyush Pratap Singh","School of Computer and Systems Sciences, Jawaharlal Nehru University, New Delhi, Delhi, 110067, India"
Video Compression through Advanced Video Saliency Aware Spatial-Temporal Integration and Attention Mechanisms,"03 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03279-1,"H. Ravishankar, R. D. AnithaKumari, D. R. Sarvamangala, C. Rashmi, K. R. Deepa","School of Computing and Information Technology, REVA University, Bangalore, Karnataka, India, School of Electronics and Communication Engineering, REVA University, Bangalore, Karnataka, India, School of Electrical and Electronics Engineering, REVA University, Bangalore, Karnataka, India"
Hybrid Deep Learning Approaches for Human Activity Recognition and Postural Transitions Using Mobile Device Sensors,"01 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03300-7,"Jigyasa Chadha, Aarti Jain, Yogesh Kumar, Nandini Modi","AIACT&R, Govt. of NCT of Delhi, Netaji Subhas University of Technology, (NSUT East Campus), New Delhi, India, Department of CSE, School of Technology, Pandit Deendayal Energy University, Gandhinagar, India"
Ensemble Learning Methods: An Empirical Study,"01 October 2024
",https://link.springer.com/article/10.1007/s42979-024-03252-y,"Upasana Sarmah, Parthajit Borah, Dhruba Kumar Bhattacharyya","Department of Computer Science and Engineering, Tezpur University, Napaam, Tezpur, Assam, 784028, India"
Developing a Green AI Platform for SMEs to Analyze Open-source Information with the Approach of Society 5.0,"30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03287-1,"Hüseyin Akarslan, Şeref Sağiroğlu","Management Information Systems, Graduate School of Informatics, Gazi University, Ankara, Türkiye, Turkey, Computer Engineering Department, Engineering Faculty, Gazi University, Ankara, Türkiye, Turkey"
Evaluating the Sustainability of Cerebral Edge Computing Inventiveness for Acquiring Internet of Things Substructure Autonomously,"30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03220-6,"Marcelo Zambrano-Vizuete, Juan Minango-Negrete, Wladimir Paredes-Parada, Jorge Pérez-Chimborazo, Ana Zambrano-Vizuete","Instituto Tecnológico Superior Rumiñahui, Sangolquí, Ecuador, Consejo de Aseguramiento de la Calidad de la Educación Superior, Instituto Tecnológico Superior Rumiñahui, Quito, Ecuador, Escuela Politécnica Nacional, Quito, Ecuador"
Enhancing Security and Transparency in Online Voting through Blockchain Decentralization,"30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03286-2,"Inderpreet Singh, Amandeep Kaur, Parul Agarwal, Sheikh Mohammad Idrees","Guru Tegh Bahadur Institute of Technology, New Delhi, India, Department of Computer science, Jamia Hamdard, New Delhi, India, Department of Computer Science (IDI), Norwegian University of Science and Technology, 2815, Gjøvik, Norway"
"Exploring Soil Diversity and Land Use Patterns in Arid Tropical Zones: Employing K-Means Clustering in Kolar District, Karnataka","30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03106-7,"Sangayya Gulledmath, K. S. Hemanth","School of Computer Science and Applications, REVA University, Bangalore, India"
Revolutionizing Stock Market Prediction: Harnessing the Power of LSTM and CNN Hybrid Approach,"30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03241-1,"S. Balamohan, V. Khanaa","Department of CSE, Bharath Institute of Higher Education and Research(BIHER), Chennai, Tamil Nadu, India, Department of IT, Professor & Dean, Bharath Institute of Higher Education and Research(BIHER), Chennai, TamilNadu, India"
Metaheuristic (Ant Colony Optimization) Algorithm-Based Optimization of a Circular Shaped Patch Antenna for Medical Purposes,"30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03273-7,"D. S. Mahesh, K. B. Naveen","Electronics and Communication Engineering Department, BGS Institute of Technology, Adichunchanagiri University, Mandya, Karnataka, India"
Deep Learning-Based Classification of Alzheimer’s Disease Using MRI Scans: A Customized Convolutional Neural Network Approach,"30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03284-4,K. Aditya Shastry,"Nitte Meenakshi Institute of Technology, Bengaluru, 560064, India"
A Deep Learning Approach for the Detection of Intrusions with an Ensemble Feature Selection Method,"30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03288-0,"Uday Chandra Akuthota, Lava Bhargava","Department of Electronics and Communication Engineering, Malaviya National Institute of Technology Jaipur, Jaipur, 302017, Rajasthan, India"
A Comprehensive Analysis of ‘Machine Learning and Deep Learning’ Methods for Sentiment Analysis in Twitter,"30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03216-2,"Poornima Shetty, Shashidhar Kini, Roshan Fernandes","Department of MCA, Srinivas Institute of Technology, Valachil, Mangalore, Karnataka, India, Department of Cyber Security, NMAM Institute of Technology, Nitte, Karkala, India"
Optimizing Mail Sorting with Naive Bayes Classifier and Enhanced Feature Extraction Method,"30 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03178-5,"C. Pavithra, M. Saradha, B. Antline Nisha","Department of Mathematics, REVA University, Bangalore, Karnataka, India, Department of Mathematics, St. Joseph’s Institute of Technology, Chennai, Tamilnadu, India"
Continuous Machine Learning for Assisting AR Indoor Navigation,"27 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03254-w,"Dimitrios Kalathas, Dionysios Koulouris, Andreas Menychtas, Panayiotis Tsanakas, Ilias Maglogiannis","Department of Digital Systems, University of Piraeus, Karaoli ke Dimitriou 80, 18534, Piraeus, Attica, Greece, School of Electrical and Computer Engineering, National Technical University of Athens, Zografou Campus 9, Iroon Polytechniou str, 15772, Zografou, Attica, Greece"
Aggregate Plant Species Categorization with Deep CNN Based Positional Encoded Cross Attentional Mechanism,"27 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03263-9,"A. Pravin, C. Deepa","Department of Computer Science, Sri Ramakrishna College of Arts and Science, Coimbatore, India, Department of Computer Science (Artificial Intelligence and Data Science), Sri Ramakrishna College of Arts and Science, Coimbatore, India"
CNN-Based Deep Learning Model for Early Identification and Categorization of Melanoma Skin Cancer Using Medical Imaging,"27 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03270-w,"V. Pandimurugan, Sultan Ahmad, A. V. Prabu, Mohammad Khalid Imam Rahmani, Hikmat A. M. Abdeljaber, Malathi Eswaran, Jabeen Nazeer","Computer Science and Engineering, Acharya Institute of Technology, Bangalore, India, Department of Computer Science, College of Computer Engineering and Sciences, Prince Sattam Bin Abdulaziz University, 11942, Alkharj, Saudi Arabia, University Center for Research and Development (UCRD), Department of Computer Science and Engineering, Chandigarh University, Gharuan, Mohali, 140413, Punjab, India, Department of Electronics and Communication Engineering, Koneru Lakshmaiah Education Foundation, Vaddeswaram, Guntur, 522502, AP, India, College of Computing and Informatics, Saudi Electronic University, Riyadh, Saudi Arabia, Department of Computer Science, Faculty of Information Technology, Applied Science Private University, Amman, Jordan, MEU Research Unit, Middle East University, Amman, 11831, Jordan, Department of Computer Technology, Kongu Engineering College Perundurai, Erode, Tamil Nadu, India"
A Deep Learning Based System For a Long-term Elderly Behavioral Drift Detection,"27 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03207-3,"Dorsaf Zekri, Ahmed Snoun, Thierry Delot, Marie Thilliez","CReSTIC EA 3804, Université de Reims Champagne-Ardenne, Reims, 51097, France, ReDCAD, University of Sfax, Enis B.P. 1173, Sfax, 3038, Tunisia, LAMIH UMR CNRS 8201, Université Polytechnique Hauts-de-France, Campus Mont Houy, Valenciennes, 59300, France"
Impact of Human Resource Analytics Adoption on Organizational Agility and Operational Performance: Examining TOIE Model,"27 September 2024
",https://link.springer.com/article/10.1007/s42979-024-03269-3,"Rakesh Naik Vadithe, Bikrant Kesari","Department of Management Studies, Maulana Azad National Institute of Technology, Bhopal, India"
